leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,Unnamed: 8,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value,assessed_value,adjusted_assessed_value
610770,2018,DEL NORTE COUNTY UNIFIED,7074640200,33,11,3670,165.86000061035156,,54508000,5823000,35651000,13034000,53324000,29776000,2700000,0,16988000,15002000,725000,18355000,0,2018,Del Norte County Unified,532221,12747,544968,558279.2973419949
610860,2018,DELANO JOINT UNION HIGH,6617254000,41,4,4219,188.69000244140625,,76354000,7993000,54360000,14001000,70748000,32610000,3937000,0,18871000,16109000,2164000,42255000,0,2018,Delano Joint Union High,2971565478,91808786,3063374264,3138199732.0970607
610890,2018,DELANO UNION ELEMENTARY,6617215000,23,12,6884,296.7300109863281,,114031000,13866000,83269000,16896000,110698000,62883000,2321000,0,36021000,28831000,1323000,50907000,0,2018,Delano Union Elementary,2564619116,71877054,2636496170,2700894785.074465
611040,2018,DENAIR UNIFIED,2096327514,23,5,1273,60.72999954223633,,20320000,1562000,9193000,9565000,19055000,11134000,414000,0,5775000,4050000,731000,21494000,0,2018,Denair Unified,1108162661,26677557,1134840218,1162559635.6125064
611110,2018,DESERT SANDS UNIFIED,7607774200,21,34,28610,1135.8699951171875,,453586000,27227000,249649000,176710000,410261000,230441000,18281000,0,139621000,112555000,14978000,461528000,0,2018,Desert Sands Unified,16563643441,217164387,16780807828,17190693037
611220,2018,DIXIE ELEMENTARY,4154923700,21,4,1982,91.75,,29800000,506000,4516000,24778000,39204000,17191000,11295000,0,10577000,7031000,1230000,32958000,0,2018,Dixie Elementary,4850315333,122487269,4972802602,5094267447.749233
611280,2018,DIXON UNIFIED,7076936300,31,7,3211,141.60000610351562,,45225000,2982000,26843000,15400000,46673000,23555000,4494000,0,13962000,11675000,1884000,67827000,0,2018,Dixon Unified,2886547982,120736914,3007284896,3080740335
611460,2018,DOWNEY UNIFIED,5624696500,21,21,22064,892.7100219726562,,324096000,22964000,216931000,84201000,331202000,194513000,24645000,0,118560000,84284000,3584000,215976000,0,2018,Downey Unified,11435422770,454300120,11889722890,12180139275.370726
611490,2018,DRY CREEK JOINT ELEMENTARY,9167708800,21,9,6808,302.29998779296875,,83609000,2195000,53011000,28403000,80177000,51032000,5163000,0,31219000,20773000,2482000,36183000,0,2018,Dry Creek Joint Elementary,4054822594,34576705,4089399299,4189286283.225009
611520,2018,DUARTE UNIFIED,6265995000,21,7,3550,164.1699981689453,,60378000,4556000,35199000,20623000,62738000,31018000,7009000,0,18540000,12536000,3546000,100602000,0,2018,Duarte Unified,3805722469,119700741,3925423210,4021304941.6640215
611760,2018,EARLIMART ELEMENTARY,6618494241,31,4,1704,74.69999694824219,,28380000,3668000,21067000,3645000,25547000,13002000,1247000,0,6832000,6900000,356000,6548000,0,2018,Earlimart Elementary,556461234,39174065,595635299,610184187.3
611780,2018,EAST NICOLAUS JOINT UNION HIGH,5306562255,42,1,301,15.979999542236328,,4570000,102000,2942000,1526000,4617000,1880000,631000,0,1128000,926000,169000,4051000,0,2018,East Nicolaus Joint Union High,28544217,937071,29481288,30201393.016428467
611820,2018,EAST SIDE UNION HIGH,4083475000,11,16,22606,1000.1699829101562,,452859000,16575000,177299000,258985000,413005000,179644000,50963000,0,104686000,102900000,39438000,1010955000,0,2018,East Side Union High,73006316398,3219801779,76226118177,78088004607.54288
611850,2018,EAST WHITTIER CITY ELEMENTARY,5629075900,21,13,8570,350.7099914550781,,109561000,6921000,76821000,25819000,111850000,70002000,7567000,0,44454000,29024000,1169000,48335000,0,2018,East Whittier City Elementary,7488270652,74464816,7562735468,7747461581.337663
611870,2018,EASTERN SIERRA UNIFIED,7609327443,43,6,403,33.939998626708984,,11902000,1059000,1786000,9057000,11886000,5669000,507000,0,3266000,3380000,560000,12945000,0,2018,Eastern Sierra Unified,890897881,47937825,938835706,961767550.1
611910,2018,EASTSIDE UNION ELEMENTARY,6619521200,21,6,3275,145,,47455000,4827000,34746000,7882000,46077000,26725000,440000,0,16065000,10708000,741000,8127000,0,2018,Eastside Union Elementary,1640741959,152894895,1793636854,1837447928.2046404
611940,2018,EDISON ELEMENTARY,6613635394,41,2,1052,52.00999832,,17777000,2184000,13365000,2228000,17170000,8362000,581000,0,4753000,4755000,441000,3472000,0,2018,Edison Elementary,422161041,37444651,459605692,470831943.86485326
612030,2018,EL CENTRO ELEMENTARY,7603525712,13,13,5427,0,,80416000,8608000,64363000,7445000,79336000,45731000,4727000,0,27074000,21105000,581000,14625000,0,2018,El Centro Elementary,,122364865,,
612070,2018,EL DORADO UNION HIGH,5306225081,21,6,6739,280.4200134277344,,90598000,2620000,42082000,45896000,89068000,43754000,2105000,0,27251000,23868000,2579000,66308000,0,2018,El Dorado Union High,20984059737,393146404,21377206141,21899362207.565323
612120,2018,EL MONTE UNION HIGH,6264449005,21,7,8642,410.6600036621094,,173828000,11449000,111615000,50764000,165961000,73226000,15879000,0,42826000,37576000,5851000,199730000,0,2018,El Monte Union High,13511954374,424920411,13936874785,14277294560.622215
612180,2018,EL RANCHO UNIFIED,5628017300,21,15,8472,354.54998779296875,,125532000,9713000,85200000,30619000,119951000,66479000,4109000,0,41221000,28914000,3639000,86720000,0,2018,El Rancho Unified,4462835122,191090345,4653925467,4767601473.111772
612210,2018,EL SEGUNDO UNIFIED,3106152650,21,5,3453,143.2100067138672,,49363000,1545000,25598000,22220000,44370000,25927000,1826000,0,15844000,10056000,1398000,60769000,0,2018,El Segundo Unified,5871735816,213499641,6085235457,6233872401.8558035
612330,2018,ELK GROVE UNIFIED,9166865085,21,66,63100,2693.080078,,870167000,61857000,616202000,192108000,863124000,509436000,51382000,0,295830000,248563000,12540000,315645000,0,2018,Elk Grove Unified,32814216568,,,
612360,2018,ELK HILLS ELEMENTARY,6617657431,42,1,187,9,,2560000,109000,1806000,645000,2533000,1092000,86000,0,701000,551000,369000,2795000,0,2018,Elk Hills Elementary,1186800091,3781759,1190581850,1219662803.4052136
612600,2018,ELVERTA JOINT ELEMENTARY,9169912244,21,3,301,10,,4273000,209000,2801000,1263000,3854000,2048000,49000,0,1310000,772000,98000,1586000,0,2018,Elverta Joint Elementary,78100206,219090,78319296,80232310.04
612630,2018,EMERY UNIFIED,5106014906,21,3,743,37.88999938964844,,19400000,1377000,3555000,14468000,16565000,7827000,288000,0,3910000,4129000,2399000,76066000,0,2018,Emery Unified,4889029008,401015937,5290044945,5419258699.230363
612750,2018,ENCINITAS UNION ELEMENTARY,7609444300,21,9,5280,214.5,,76579000,2380000,12986000,61213000,75176000,46384000,1669000,0,28747000,20913000,3278000,69835000,0,2018,Encinitas Union Elementary,18083847910,178461649,18262309559,18708381681.93457
612810,2018,ENTERPRISE ELEMENTARY,5302244100,13,9,3745,155.44000244140625,,55061000,4416000,37590000,13055000,54076000,30201000,2650000,0,18038000,14065000,501000,27627000,0,2018,Enterprise Elementary,2813362000,132681830,2946043830,3018003404.5138793
612840,2018,ESCALON UNIFIED,2098383591,31,7,2636,118.06999969482422,,45354000,1894000,33284000,10176000,36232000,20325000,2676000,0,12030000,9312000,765000,25144000,0,2018,Escalon Unified,2133500838,97308736,2230809574,2285298956.042401
612910,2018,ESCONDIDO UNION HIGH,7602913200,21,5,7364,329.2399902,,134803000,7967000,67921000,58915000,128206000,60094000,4740000,0,33770000,34421000,9214000,210718000,0,2018,Escondido Union High,21987565584,472232571,22459798155,23008397433.273945
612930,2018,ESPARTO UNIFIED,5307873446,32,4,941,43.20000076293945,,16030000,925000,8088000,7017000,15370000,7175000,1834000,0,4097000,3257000,113000,1726000,0,2018,Esparto Unified,1044187311,53150358,1097337669,1124141055.6146832
612960,2018,ETIWANDA ELEMENTARY,9098992451,21,18,14082,523,,185263000,6803000,117671000,60789000,193478000,103790000,23602000,0,68732000,40006000,6443000,43298000,0,2018,Etiwanda Elementary,11880336234,257956992,12138293226,12434781148.879158
613140,2018,EVERGREEN ELEMENTARY,4082706800,11,18,10839,404.4899902,,145512000,5577000,59137000,80798000,145400000,87620000,15295000,0,51065000,40808000,5245000,178776000,0,2018,Evergreen Elementary,17181773704,157640471,17339414175,17762943809
613290,2018,FAIRFAX ELEMENTARY,6613667221,21,4,2682,121,,39859000,3856000,30146000,5857000,39718000,20993000,3063000,0,11896000,10976000,625000,6631000,0,2018,Fairfax Elementary,986825138,16181580,1003006718,1027505992.5616559
613360,2018,FAIRFIELD-SUISUN UNIFIED,7073995000,12,30,21405,843.6500244140625,,297467000,16304000,180867000,100296000,327823000,140585000,76382000,0,85178000,72723000,6943000,210255000,0,2018,Fairfield-Suisun Unified,14900806216,536507319,15437313535,15814382776.91143
613470,2018,FALL RIVER JOINT UNIFIED,5303354538,33,11,1200,64.45999908447266,,17267000,1061000,10682000,5524000,17340000,9747000,113000,0,5754000,4879000,82000,2995000,0,2018,Fall River Joint Unified,82962255,19401255,102363510,104863823.99748293
613500,2018,FALLBROOK UNION ELEMENTARY,7607315400,21,11,5043,212.58999633789065,,99655000,34430000,40043000,25182000,96063000,42898000,25362000,0,26442000,20855000,658000,25887000,0,2018,Fallbrook Union Elementary,5223178836,4324812,5227503648,5355189778.956114
613530,2018,FALLBROOK UNION HIGH,7607236332,21,3,2154,101.5999984741211,,36827000,3366000,16403000,17058000,35560000,18098000,2447000,0,11116000,8337000,507000,12360000,0,2018,Fallbrook Union High,9093879595,76767682,9170647277,9394647975.614788
613740,2018,FIELDBROOK ELEMENTARY,7078393201,41,1,137,7,,1727000,97000,1078000,552000,1955000,952000,376000,0,541000,488000,16000,225000,0,2018,Fieldbrook Elementary,101849312,607662,102456974,104959570.93353564
613800,2018,FILLMORE UNIFIED,8055246000,31,9,3785,162.97999572753906,,59948000,5595000,41171000,13182000,57288000,28812000,3266000,0,15643000,15719000,1455000,38546000,0,2018,Fillmore Unified,1889473569,47096262,1936569831,1983872162.226747
613890,2018,FOLSOM-CORDOVA UNIFIED,9162949025,13,34,20605,893.1199951171875,,309550000,13826000,169932000,125792000,321842000,150224000,56846000,0,91274000,66656000,19846000,493434000,0,2018,Folsom Cordova Unified,6291252686,619351922,6910604608,7079401882
613920,2018,FONTANA UNIFIED,9093577600,21,44,36335,1640.47998,,602186000,49311000,464533000,88342000,569937000,325823000,14591000,0,182980000,175582000,6433000,243016000,0,2018,Fontana Unified,13358748435,826420466,14185168901,14531653467.227064
613980,2018,FORESTHILL UNION ELEMENTARY,5303672966,42,1,394,20,,5852000,308000,3209000,2335000,5120000,2935000,135000,0,1692000,1172000,0,0,0,2018,Forestville Union Elementary,1193275244,29926026,1223201270,1253078979.9097118
614010,2018,FORESTVILLE UNION ELEMENTARY,7078879767,41,2,237,13,,5671000,223000,1311000,4137000,5084000,2503000,0,0,1275000,1074000,387000,7782000,0,2018,Forestville Union Elementary,1193275244,29926026,1223201270,1253078979.9097118
614070,2018,FORT BRAGG UNIFIED,7079612850,33,7,1774,95.66000366210938,,28486000,2321000,14660000,11505000,26199000,14445000,368000,0,8263000,8143000,644000,30462000,0,2018,Fort Bragg Unified,1729298393,47420783,1776719176,1820117021.827572
614190,2018,FORTUNA UNION HIGH,7077254462,33,3,1107,51.09999847412109,,18023000,637000,10852000,6534000,17623000,8432000,1585000,0,4257000,4524000,376000,9675000,0,2018,Fortuna Union High,1856213958,68114713,1924328671,1971332001.6972282
614220,2018,FOUNTAIN VALLEY ELEMENTARY,7148433255,13,10,6328,237.2599945,,78640000,2341000,29731000,46568000,88944000,42704000,19598000,0,28548000,17515000,917000,54578000,0,2018,Fountain Valley Elementary,8149154355,176066845,8325221200,8528571662.469503
614250,2018,FOWLER UNIFIED,5598346080,31,9,2608,118.31999969482422,,38905000,3123000,25202000,10580000,39040000,21314000,3504000,0,12190000,8877000,1000000,29085000,0,2018,Fowler Unified,1471179553,212496604,1683676157,1724801349.5864534
614340,2018,FRANKLIN ELEMENTARY,5308225151,41,1,486,20,,5442000,233000,3747000,1462000,5468000,3156000,363000,0,1875000,1397000,86000,1805000,0,2018,Franklin Elementary,262036136,4460706,266496842,273006249.3497245
614370,2018,FRANKLIN-MCKINLEY ELEMENTARY,4082836006,11,16,7324,319.8599853515625,,133390000,9689000,66248000,57453000,131539000,67306000,20007000,0,40834000,28621000,5791000,155197000,0,2018,Franklin-McKinley Elementary,8805992073,405614227,9211606300,9436607457
614400,2018,FREMONT UNIFIED,5106572350,21,43,35544,1580.6500244140625,,483665000,17992000,254039000,211634000,554543000,276469000,101075000,0,190640000,91838000,17803000,528850000,0,2018,Fremont Unified,44962666662,2378675279,47341341941,48497693651.82652
614430,2018,FREMONT UNION HIGH,4085222200,13,6,11022,469.2600098,,255942000,4827000,39474000,211641000,268066000,106696000,69133000,0,61899000,55565000,18036000,564425000,0,2018,Fremont Union High,65230550717,4153584476,69384135193,71078900489.99211
614520,2018,FRESHWATER ELEMENTARY,7074422969,41,2,350,14,,4370000,216000,2880000,1274000,4944000,2751000,0,0,1501000,1205000,42000,538000,0,2018,Freshwater Elementary,240747217,1553059,242300276,248218662.0701609
614550,2018,FRESNO UNIFIED,5594573000,11,100,71152,3093.860107421875,,1156969000,133114000,881923000,141932000,1156381000,609769000,79165000,0,350529000,312611000,20975000,619290000,0,2018,Fresno Unified,19086838132,1362448214,20449286346,20948777198.643097
614700,2018,FRUITVALE ELEMENTARY,6615893830,11,5,3184,145.50999450683594,,39861000,2178000,26922000,10761000,42848000,21491000,6135000,0,13213000,9901000,1015000,26003000,0,2018,Fruitvale Elementary,2710602411,228251913,2938854324,3010638288.841186
614730,2018,FULLERTON ELEMENTARY,7144477400,21,20,13067,473.4400024414063,,176794000,10682000,89022000,77090000,168677000,103558000,6361000,0,61851000,49914000,1147000,36055000,0,2018,Fullerton Elementary,15696436555,582030321,16278466876,16676081988.920855
614760,2018,FULLERTON JOINT UNION HIGH,7148702800,21,8,13695,508.2000122070313,,200687000,9631000,86048000,105008000,229922000,103556000,50356000,0,60960000,47449000,7305000,183215000,0,2018,Fullerton Joint Union High,29283424215,1158995268,30442419483,31186000936.49443
614790,2018,GALT JOINT UNION ELEMENTARY,2097444545,31,6,3580,167.80999755859375,,46751000,3961000,31698000,11092000,53012000,26742000,9123000,0,18184000,10961000,466000,25235000,0,2018,Galt Joint Union Elementary,2405759547,47715276,2453474823,2513402989.222698
614820,2018,GALT JOINT UNION HIGH,2097450249,31,3,2226,104.79000091552734,,36626000,1798000,23136000,11692000,45628000,19217000,11514000,0,11053000,7468000,1416000,58630000,0,2018,Galt Joint Union High,3123534286,57956399,3181490685,3259201245.067421
614880,2018,GARDEN GROVE UNIFIED,7146636000,21,66,42301,1691.3599853515625,,649653000,52393000,401845000,195415000,717283000,371356000,113086000,0,227394000,165359000,16765000,399544000,0,2018,Garden Grove Unified,24509203724,935700858,25444904582,26066417571.25752
614940,2018,GARVEY ELEMENTARY,6263073444,21,11,4574,200.0099945,,80022000,7913000,51408000,20701000,85266000,47302000,7192000,0,25695000,22244000,1001000,48193000,0,2018,Garvey Elementary,4035256622,33276689,4068533311,4167910626.087367
614950,2018,GATEWAY UNIFIED,5302457900,22,8,2293,114.9000015258789,,40663000,3564000,17868000,19231000,38399000,21714000,2448000,0,12294000,9925000,840000,43458000,0,2018,Gateway Unified,2560065184,120158619,2680223803,2745690501.934296
615000,2018,GENERAL SHAFTER ELEMENTARY,6618371931,41,1,159,10,,3529000,215000,433000,2881000,8483000,1516000,5093000,0,785000,864000,306000,7475000,0,2018,General Shafter Elementary,843248367,0,843248367,863845410.7645673
615150,2018,GEYSERVILLE UNIFIED,7078573592,41,3,232,18.26000022888184,,4657000,176000,1330000,3151000,4583000,2626000,20000,0,1390000,1122000,72000,2622000,0,2018,Geyserville Unified,1392886585,55649840,1448536425,1483918133.7680109
615180,2018,GILROY UNIFIED,6692254000,23,16,11118,452.1400146484375,,163169000,10811000,69253000,83105000,159362000,82627000,9784000,0,48537000,37822000,6591000,267800000,0,2018,Gilroy Unified,9650482826,304456971,9954939797,10198097493.707928
615240,2018,GLENDALE UNIFIED,8182413111,12,34,25789,1042.4300537109375,,376706000,27362000,221935000,127409000,367420000,218494000,21001000,0,121574000,104308000,9727000,383954000,0,2018,Glendale Unified,32985379013,829493092,33814872105,34640828522.938644
615270,2018,GLENDORA UNIFIED,6269631611,21,10,7198,300.7799987792969,,94690000,3665000,62677000,28348000,87988000,58117000,1025000,0,36447000,23071000,1971000,59211000,0,2018,Glendora Unified,5533043990,70892107,5603936097,5740816904.079876
615390,2018,GOLD OAK UNION ELEMENTARY,5306263150,41,2,482,21.5,,5821000,267000,3241000,2313000,5412000,2853000,3000,0,1688000,1664000,117000,2960000,0,2018,Gold Oak Union Elementary,847360162,5480967,852841129,873672483.9669002
615450,2018,GOLD TRAIL UNION ELEMENTARY,5306263194,41,2,661,31.100000381469727,,7954000,229000,4972000,2753000,7568000,4725000,353000,0,2827000,2092000,29000,895000,0,2018,Gold Trail Union Elementary,864480510,12089446,876569956,897980907.3317763
615510,2018,GOLETA UNION ELEMENTARY,8056811200,22,10,3566,164,,91301000,4131000,39861000,47309000,90052000,38342000,241000,0,25366000,15780000,603000,12755000,0,2018,Goleta Union Elementary,11752326447,628549170,12380875617,12683288816.843187
615690,2018,GRANT ELEMENTARY,5302434952,41,1,634,31.09000015258789,,7742000,238000,5498000,2006000,7650000,4997000,91000,0,2881000,2085000,47000,1615000,0,2018,Grant Elementary,376080000,10530741,386610741,396054030.3840739
615780,2018,GRASS VALLEY ELEMENTARY,5302734483,32,5,1801,83.80999755859375,,26888000,2388000,9513000,14987000,27144000,13762000,1822000,0,8744000,6303000,285000,18800000,0,2018,Ross Valley Elementary,5809004579,33226399,5842230978,5984932336.040788
615840,2018,GRAVENSTEIN UNION ELEMENTARY,7078237008,21,4,761,43.400001525878906,,11284000,184000,6657000,4443000,12433000,6542000,3204000,0,3797000,2370000,259000,6494000,0,2018,Gravenstein Union Elementary,871489068,10375224,881864292,903404561.8985993
615870,2018,GRAVES ELEMENTARY,8314226392,41,1,42,2,,466000,24000,308000,134000,472000,334000,0,0,181000,135000,7000,135000,0,2018,Graves Elementary,57662800,4969490,62632290,64162135.85
616050,2018,GREENFIELD UNION,6618376000,11,12,9562,389.9400024414063,,136268000,14884000,106037000,15347000,128981000,69753000,4514000,0,43304000,29555000,381000,12355000,0,2018,Greenfield Union,2137552937,67490953,2205043890,2258903923.748659
616080,2018,GREENFIELD UNION ELEMENTARY,8316742840,32,5,3616,151,,52222000,4998000,38186000,9038000,61183000,28316000,7895000,0,15575000,12255000,1526000,42014000,0,2018,Greenfield Union Elementary,1038680961,26849677,1065530638,1091557111.3882055
616230,2018,GROSSMONT UNION HIGH,6196448000,21,15,16760,689.4600219726562,,328968000,18522000,142529000,167917000,354170000,142912000,77563000,0,82288000,76346000,17088000,698739000,0,2018,Grossmont Union High,45317024993,1055353603,46372378596,47505062570
616260,2018,GUADALUPE UNION ELEMENTARY,8053432114,31,3,1283,57.50999832,,19988000,1804000,14370000,3814000,20113000,10715000,1814000,0,6483000,5048000,354000,5849000,0,2018,Guadalupe Union Elementary,427641396,30039274,457680670,468859901.5990177
616320,2018,GUERNEVILLE ELEMENTARY,7078692864,31,2,267,10.800000190734863,,9276000,292000,5736000,3248000,7756000,3091000,1846000,0,1313000,1082000,398000,8509000,0,2018,Guerneville Elementary,899134574,6539367,905673941,927795781.4081477
616323,2018,GUSTINE UNIFIED,2098543784,41,6,1846,83.73999786376953,,27011000,2412000,19782000,4817000,34328000,13918000,9252000,0,8059000,6412000,755000,19058000,0,2018,Gustine Unified,1027653556,60696980,1088350536,1114934404.405146
616325,2018,HACIENDA LA PUENTE UNIFIED,6269331000,21,36,18097,765.1199951171875,,312166000,26881000,224169000,61116000,291637000,136976000,22559000,0,81536000,69326000,10374000,171544000,0,2018,Hacienda La Puente Unified,12404516456,635268757,13039785213,13358292828.577414
616500,2018,HANFORD JOINT UNION HIGH,5595835901,13,7,3900,160.27000427246094,,59743000,3104000,44170000,12469000,70283000,28712000,16310000,0,16364000,14944000,2086000,39554000,0,2018,Hanford Joint Union High,5343890958,250602165,5594493123,5731143277.574212
616570,2018,HAPPY VALLEY UNION ELEMENTARY,5303572134,41,3,511,24,,7091000,634000,4966000,1491000,7620000,4040000,561000,0,2222000,1755000,190000,3888000,0,2018,Happy Valley Union Elementary,390616434,3370819,393987253,403610719.83408713
616620,2018,HARMONY UNION ELEMENTARY,7078741205,41,2,249,11.5,,6988000,156000,3666000,3166000,5416000,3277000,395000,0,1617000,1358000,65000,415000,0,2018,Harmony Union Elementary,1058847962,6255714,1065103676,1091119720.485709
616650,2018,HART-RANSOM UNION ELEMENTARY,2095239996,41,2,1173,54.09999847412109,,13277000,463000,10236000,2578000,12284000,8297000,270000,0,4939000,2468000,153000,3744000,0,2018,Hart-Ransom Union Elementary,384264536,22482777,406747313,416682454.9283343
616740,2018,HAYWARD UNIFIED,5107842600,12,32,19909,845.9799805,,331398000,28050000,190304000,113044000,416257000,175665000,87514000,0,114535000,70404000,32775000,598940000,0,2018,Hayward Unified,19800831557,1026069254,20826900811,21335615211.492245
616830,2018,HEBER ELEMENTARY,7603376530,22,2,1279,57.61000061035156,,18440000,1641000,14550000,2249000,22585000,9722000,5028000,0,5775000,4865000,290000,11473000,0,2018,Heber Elementary,363245969,98095722,461341691,472610346.08646333
616860,2018,HELENDALE ELEMENTARY,7609521180,31,4,1040,47.59000015258789,,14713000,607000,11244000,2862000,13219000,7620000,429000,0,4381000,3712000,378000,6627000,0,2018,Helendale Elementary,622011712,41110503,663122215,679319527.4622865
616920,2018,HEMET UNIFIED,9517655100,22,28,22025,939.4400024414062,,360248000,31509000,236544000,92195000,340608000,179722000,4354000,0,111818000,77771000,8208000,232353000,0,2018,Hemet Unified,8495044509,157476731,8652521240,8863866278.577618
617040,2018,HERMOSA BEACH CITY ELEMENTARY,3109375877,21,2,1345,56.75,,17228000,296000,6978000,9954000,17671000,9277000,1817000,0,6608000,3041000,1643000,33276000,0,2018,Hermosa Beach City Elementary,7018943670,42005566,7060949236,7233418802.648185
617190,2018,HILLSBOROUGH CITY ELEMENTARY,6503425193,21,4,1352,78.68000030517578,,34874000,268000,4539000,30067000,34676000,21536000,397000,0,13577000,8775000,3000000,84775000,0,2018,Hillsborough City Elementary,9667696632,5259451,9672956083,9909226092.609503
617220,2018,HILMAR UNIFIED,2096675701,41,6,2388,110.55999755859376,,30160000,1714000,21134000,7312000,30250000,18423000,296000,0,11022000,8705000,88000,6432000,0,2018,Hilmar Unified,1341608627,374127262,1715735889,1757644167.2453485
617430,2018,HOLTVILLE UNIFIED,7603562974,31,6,1578,80.02999877929688,,24735000,2416000,17594000,4725000,23548000,13226000,920000,0,8352000,6382000,424000,16454000,0,2018,Holtville Unified,776863595,95954366,872817961,894137266.7286019
617580,2018,HORICON ELEMENTARY,7078865322,42,1,69,4.070000171661377,,2454000,87000,345000,2022000,2034000,1054000,37000,0,545000,613000,49000,985000,0,2018,Horicon Elementary,1318353723,3163421,1321517144,1353796301.0263355
618030,2018,HUNTINGTON BEACH CITY ELEMENTARY,7143782021,21,9,6658,244.1000061035156,,87921000,3037000,19155000,65729000,108571000,46736000,35292000,0,30397000,19866000,2853000,104415000,0,2018,Huntington Beach City Elementary,18399547337,397006164,18796553501,19255674977.227097
618060,2018,HUNTINGTON BEACH UNION HIGH,7149037000,21,8,15967,643.1799926757812,,267273000,16721000,99526000,151026000,254820000,126031000,5307000,0,76644000,66320000,8295000,301957000,0,2018,Huntington Beach Union High,50143839025,1538427988,51682267013,52944649434.57048
618120,2018,HYDESVILLE ELEMENTARY,7077683610,33,1,188,9,,2138000,110000,1358000,670000,2084000,1273000,14000,0,712000,548000,50000,1133000,0,2018,Hydesville Elementary,145705104,3118487,148823591,152458731.1757616
618210,2018,IMPERIAL UNIFIED,7603553200,22,6,4270,177.72999572753906,,55819000,2623000,39946000,13250000,74189000,32587000,21444000,0,20544000,15376000,1995000,49537000,0,2018,Imperial Unified,1711641447,,,
618390,2018,INGLEWOOD UNIFIED,3104192700,21,17,8755,342.92999267578125,,162621000,15498000,96643000,50480000,160541000,70716000,22941000,0,35063000,31931000,5288000,125615000,0,2018,Inglewood Unified,9744245058,203736126,9947981184,10190968910.789087
618660,2018,JACOBY CREEK ELEMENTARY,7078224896,33,1,469,21.62999916,,5083000,193000,3420000,1470000,5668000,3136000,649000,0,1786000,1416000,131000,2600000,0,2018,Jacoby Creek Elementary,335164924,2139671,337304595,345543540.6974835
618730,2018,JAMUL-DULZURA UNION ELEMENTARY,6196697700,21,3,580,24,,10596000,546000,4842000,5208000,9885000,4635000,212000,0,2690000,2330000,681000,5990000,0,2018,Jamul-Dulzura Union Elementary,1249652768,10737090,1260389858,1291175930
618780,2018,JANESVILLE UNION ELEMENTARY,5302533660,42,1,367,17.670000076293945,,4198000,235000,3388000,575000,3834000,2475000,85000,0,1474000,1121000,14000,290000,0,2018,Janesville Union Elementary,273704350,215540,273919890,280610611.4803008
618870,2018,JEFFERSON ELEMENTARY,6509911000,21,14,5986,280.7300109863281,,90355000,4810000,54171000,31374000,93376000,49370000,6612000,0,28914000,21946000,3913000,108410000,0,2018,Jefferson Elementary,2108930807,35260909,2144191716,2196565384.710674
618930,2018,JEFFERSON UNION HIGH,6505507900,21,5,4295,200.02999877929688,,87502000,2358000,12457000,72687000,86424000,33374000,13996000,0,18038000,16214000,8912000,264660000,0,2018,Jefferson Union High,18844884763,510451812,19355336575,19828106793.259083
618990,2018,JOHN SWETT UNIFIED,5102454300,21,4,1439,68.38999938964844,,25263000,1175000,8729000,15359000,26636000,11357000,5683000,0,6863000,5413000,2477000,72841000,0,2018,John Swett Unified,2424740033,329075105,2753815138,2821079366.5910454
619110,2018,JULIAN UNION HIGH,7607650606,42,1,106,9.199999809265137,,3203000,103000,801000,2299000,3234000,1580000,0,0,833000,657000,243000,3650000,0,2018,Julian Union High,808694538,3614438,812308976,832150299.3678077
619230,2018,JUNCTION ELEMENTARY,5304693373,43,1,26,2,,606000,85000,419000,102000,601000,316000,20000,0,179000,163000,0,0,0,2018,Junction Elementary,471410647,11674720,483085367,494885129.48459315
619260,2018,JURUPA UNIFIED,9513604160,21,26,19344,822.2199707,,278986000,20532000,201300000,57154000,286255000,161546000,27537000,0,100003000,67194000,7615000,223109000,0,2018,Jurupa Unified,5105407919,187497304,5292905223,5422188841.903039
619320,2018,KELSEYVILLE UNIFIED,7072791511,32,7,1705,92.26000213623048,,26502000,2043000,15109000,9350000,35186000,12895000,9875000,0,6790000,8357000,669000,30891000,0,2018,Kelseyville Unified,1451338578,24255024,1475593602,1511636204.8540528
619380,2018,KENTFIELD ELEMENTARY,4154585130,21,2,1230,71.66999816894531,,23592000,236000,3602000,19754000,32801000,14251000,11351000,0,8559000,5921000,1485000,38560000,0,2018,Kentfield Elementary,4622919603,50955424,4673875027,4788038317.732156
619490,2018,KERMAN UNIFIED,5598439000,31,7,5215,212.7100067138672,,74872000,6427000,56724000,11721000,81689000,36464000,19922000,0,21150000,16009000,4000,45549000,0,2018,Kerman Unified,1525017088,65550406,1590567494,1629418429.9359555
619540,2018,KERN HIGH,6618273100,11,24,40340,1672.8299560546875,,672376000,54797000,444772000,172807000,694223000,293943000,92766000,0,174838000,173124000,15068000,381411000,0,2018,Kern High,51730567227,2236704763,53967271990,55285467561
619590,2018,KERNVILLE UNION ELEMENTARY,7603793651,41,3,911,43.880001068115234,,14394000,1502000,9142000,3750000,13881000,7204000,319000,0,4219000,4228000,219000,8303000,0,2018,Kernville Union Elementary,935225909,18488086,953713995,977009253.7430214
