leaid,year,lea_name,phone,urban_centric_locale,number_of_schools,enrollment,teachers_total_fte,,rev_total,rev_fed_total,rev_state_total,rev_local_total,exp_total,exp_current_instruction_total,outlay_capital_total,payments_charter_schools,salaries_instruction,benefits_employee_total,debt_interest,debt_longterm_outstand_end_fy,debt_shortterm_outstand_end_fy,fiscal year,name of school district,secured_net taxable value,unsecured_net taxable value
609330,2020,COLLEGE ELEMENTARY,8056867300,32,2,192,13.6,,8203000,415000,1225000,6563000,7009000,4444000,0,0,2511000,1419000,344000,7894000,0,2020,college elementary,2273064427,50238619
609390,2020,COLTON JOINT UNIFIED,9095805000,21,28,20550,960.54,,360597000,54582000,238900000,67115000,321638000,167690000,17296000,0,104869000,79025000,6636000,248639000,0,2020,colton joint unified,126677564,225256
609450,2020,COLUMBIA ELEMENTARY,5302231915,22,3,668,39,,14989000,1059000,8740000,5190000,11486000,6123000,827000,0,3524000,2404000,284000,9415000,0,2020,columbia elementary,1022488735,19219882
609480,2020,COLUMBIA UNION,2095320202,41,1,433,23.99,,7403000,723000,3464000,3216000,6558000,3038000,997000,0,1953000,1256000,210000,5156000,0,2020,columbia union,603869772,18906482
609510,2020,COLUMBINE ELEMENTARY,6617258501,41,1,186,9.6,,2248000,163000,1773000,312000,2074000,1409000,0,0,877000,605000,6000,0,0,2020,columbia elementary,1022488735,19219882
609570,2020,COLUSA UNIFIED,5304587791,32,5,1529,72.1,,21752000,2455000,14373000,4924000,20335000,11541000,899000,0,6950000,4425000,203000,5240000,0,2020,colusa unified,780504212,88037135
609620,2020,COMPTON UNIFIED,3106394321,21,37,19179,812.05,,543759000,211486000,263675000,68598000,329711000,171894000,15112000,0,93665000,74119000,12289000,270898000,0,2020,compton unified,11497507123,927068393
609640,2020,CONEJO VALLEY UNIFIED,8054979511,12,27,17397,798.26,,233394000,19144000,71317000,142933000,239588000,136611000,19417000,0,87976000,51030000,3457000,33076000,0,2020,conejo valley unified,34260682329,655218759
609780,2020,CORNING UNION ELEMENTARY,5308247700,32,6,1986,86.71,,32856000,5077000,22631000,5148000,28283000,15710000,1914000,0,9313000,6469000,34000,629000,0,2020,corning union elementary,1014430842,42389513
609810,2020,CORNING UNION HIGH,5308248000,41,3,1093,57.34,,21275000,4157000,12186000,4932000,20378000,8733000,4653000,0,5234000,4090000,338000,7492000,0,2020,corning union high,1364371129,53127745
609850,2020,CORONA-NORCO UNIFIED,9517365000,12,53,51318,2062.96,,759981000,85374000,469786000,204821000,697555000,393278000,33270000,0,261758000,142922000,29525000,684436000,0,2020,corona-norco unified,36711764494,1206203526
609870,2020,CORONADO UNIFIED,6195228900,21,5,2608,135.59,,49594000,6155000,17288000,26151000,46092000,26787000,1084000,0,15261000,11049000,810000,12855000,0,2020,coronado unified,9428251287,145789393
609940,2020,COTATI-ROHNERT PARK UNIFIED,7077924722,21,13,5717,250.33,,90236000,7038000,32493000,50705000,92106000,42973000,11571000,0,22303000,21243000,7341000,171055000,0,2020,cotati-rohnert park unified,7056254559,161874662
609990,2020,COTTONWOOD UNION ELEMENTARY,5303473165,31,3,947,47.01,,12419000,1449000,7934000,3036000,11092000,7272000,0,0,4044000,2411000,138000,1392000,0,2020,cottonwood union elementary,814634980,12399481
610050,2020,COVINA-VALLEY UNIFIED,6269747000,21,18,11332,492.22,,288731000,57399000,180536000,50796000,260482000,98248000,1798000,0,61774000,42762000,8551000,214004000,0,2020,covina-valley unified,,
610260,2020,CULVER CITY UNIFIED,3108424220,21,9,7076,301.11,,129519000,11385000,67617000,50517000,117038000,52987000,4516000,0,31705000,23316000,5051000,117140000,0,2020,culver city unified,,
610350,2020,CUTLER-OROSI JOINT UNIFIED,5595284763,32,8,4007,180.54,,92048000,18244000,65266000,8538000,74991000,33419000,11327000,0,18303000,17026000,635000,19264000,0,2020,cutler-orosi joint unified,46761814,48000
610380,2020,CUTTEN ELEMENTARY,7074413900,33,2,582,29.6,,7861000,1009000,5239000,1613000,6976000,4638000,262000,0,2769000,1875000,153000,4314000,0,2020,cutten elementary,453349788,7846764
610440,2020,CYPRESS ELEMENTARY,7142206900,21,6,3540,142.28,,55408000,5549000,19524000,30335000,55252000,32054000,4126000,0,20244000,12311000,1154000,60515000,0,2020,cypress elementary,6821949886,312477192
610620,2020,DAVIS JOINT UNIFIED,5307575300,23,17,8229,394.15,,146316000,11145000,52910000,82261000,149303000,71649000,21684000,0,48689000,25861000,6394000,203050000,0,2020,davis joint unified,31094790,198602
610710,2020,DEHESA ELEMENTARY,6194442161,41,1,124,7,,6011000,304000,3130000,2577000,3599000,1557000,205000,0,549000,544000,199000,4505000,0,2020,dehesa elementary,365845963,498776
610740,2020,DEL MAR UNION ELEMENTARY,8587559301,11,8,3853,202.22,,86747000,5774000,10019000,70954000,88457000,47381000,11904000,0,32725000,18438000,3845000,101703000,0,2020,del mar union elementary,19677059094,191204694
610770,2020,DEL NORTE COUNTY UNIFIED,7074640200,33,11,3564,162.11,,63984000,10727000,37976000,15281000,53122000,29518000,3322000,0,16728000,13418000,684000,23839000,0,2020,del norte county unified,919277203,26147786
610860,2020,DELANO JOINT UNION HIGH,6617254000,41,4,4222,174.19,,84175000,12391000,57249000,14535000,69670000,33460000,2189000,0,19476000,17378000,1967000,38040000,0,2020,delano joint union high,3406289445,94924538
610890,2020,DELANO UNION ELEMENTARY,6617215000,23,12,6392,286.08,,120677000,23462000,82558000,14657000,110479000,64519000,2152000,0,34651000,27705000,1184000,43204000,0,2020,delano union elementary,2957346375,74948652
611040,2020,DENAIR UNIFIED,2096327514,23,5,1318,75.88,,21981000,2505000,8997000,10479000,18921000,11162000,419000,0,6376000,3694000,751000,21880000,0,2020,denair unified,1235530089,30254258
611110,2020,DESERT SANDS UNIFIED,7607774200,21,34,26982,1090.02,,478178000,56500000,245456000,176222000,432562000,235160000,38375000,0,134609000,105759000,16020000,465017000,0,2020,desert sands unified,40955416536,696764721
611220,2020,MILLER CREEK ELEMENTARY,4154923700,21,4,1860,91,,33875000,1458000,4353000,28064000,28244000,16654000,91000,0,10759000,6474000,1126000,33740000,0,2020,miller creek elementary,5428201629,121856821
611280,2020,DIXON UNIFIED,7076936300,31,7,2956,128.02,,48333000,5558000,25343000,17432000,50890000,21085000,11501000,0,12599000,8944000,2226000,65648000,0,2020,dixon unified,3252261223,124997236
611460,2020,DOWNEY UNIFIED,5624696500,21,21,22216,903.84,,421048000,49068000,283187000,88793000,432960000,213712000,73126000,0,126403000,87398000,7784000,261025000,0,2020,downey unified,12879264732,497170884
611490,2020,DRY CREEK JOINT ELEMENTARY,9167708800,21,10,6335,300.3,,86892000,8121000,48321000,30450000,77098000,50995000,2801000,0,33247000,17322000,2382000,31886000,0,2020,dry creek joint elementary,4476220250,35914574
611520,2020,DUARTE UNIFIED,6265995000,21,7,3301,152.38,,63653000,7395000,34990000,21268000,53898000,29792000,376000,0,17451000,10736000,3758000,99970000,0,2020,duarte unified,3917674281,115249397
611730,2020,DURHAM UNIFIED,5308954675,41,3,991,48.3,,13913000,1206000,7603000,5104000,16740000,7331000,4031000,1000,4373000,3318000,274000,16436000,0,2020,durham unified,1031021364,0
611760,2020,EARLIMART ELEMENTARY,6618494241,31,4,1581,68.5,,32755000,10564000,19322000,2869000,25730000,12303000,356000,0,7087000,6606000,355000,10767000,0,2020,earlimart elementary,608240630,42891363
611780,2020,EAST NICOLAUS JOINT UNION HIGH,5306562255,42,1,309,15.84,,5172000,458000,3016000,1698000,4728000,1987000,441000,0,1034000,869000,164000,3960000,0,2020,east nicolaus joint union high,31579709,1089840
611820,2020,EAST SIDE UNION HIGH,4083475000,11,16,22488,959.63,,453560000,32048000,186993000,234519000,386200000,170036000,45277000,0,106091000,85644000,37241000,1052980000,0,2020,east side union high,83020285633,3516268172
611850,2020,EAST WHITTIER CITY ELEMENTARY,5629075900,21,13,8230,343.11,,112553000,12273000,73257000,27023000,121113000,70900000,16060000,0,45136000,23165000,2930000,67305000,0,2020,east whittier city elementary,,
611870,2020,EASTERN SIERRA UNIFIED,7609327443,43,6,400,32.27,,13397000,1695000,1838000,9864000,12024000,5881000,450000,0,3225000,3076000,507000,13257000,0,2020,eastern sierra unified,967720538,49113001
611910,2020,EASTSIDE UNION ELEMENTARY,6619521200,21,6,3167,134.84,,59246000,11952000,38485000,8809000,50931000,31717000,892000,0,15921000,12126000,928000,6559000,0,2020,eastside union elementary,1800774991,202929352
611940,2020,EDISON ELEMENTARY,6613635394,41,2,1012,48,,21942000,3354000,15861000,2727000,18217000,7755000,3256000,0,4730000,3761000,101000,3952000,0,2020,edison elementary,460820842,33288167
612030,2020,EL CENTRO ELEMENTARY,7603525712,13,13,5292,222.14,,97190000,23381000,65130000,8679000,91072000,49205000,9504000,0,29112000,19314000,611000,17489000,0,2020,el centro elementary,1969788270,127213435
612070,2020,EL DORADO UNION HIGH,5306225081,21,6,6846,285.55,,96545000,7816000,40330000,48399000,83164000,45490000,757000,0,28164000,20073000,2069000,72421000,0,2020,el dorado union high,23201664223,479588283
612120,2020,EL MONTE UNION HIGH,6264449005,21,7,8358,374.65,,188814000,19518000,120516000,48780000,157625000,72762000,12685000,0,43686000,35953000,6945000,178785000,0,2020,el monte union high,,
612180,2020,EL RANCHO UNIFIED,5628017300,21,15,7985,340.21,,131758000,18614000,79282000,33862000,113177000,62224000,1788000,0,38341000,26358000,2606000,71593000,0,2020,el rancho unified,4933604263,217712500
612210,2020,EL SEGUNDO UNIFIED,3106152650,21,5,3448,141.78,,55912000,3504000,26075000,26333000,55963000,25830000,11767000,0,16044000,9341000,3425000,58421000,0,2020,el segundo unified,6585585322,263687340
612330,2020,ELK GROVE UNIFIED,9166865085,21,66,63157,2722.23,,940531000,94559000,634952000,211020000,877050000,488637000,85271000,0,285749000,209968000,14024000,441680000,0,2020,elk grove unified,37107095043,810446527
612360,2020,ELK HILLS ELEMENTARY,6617657431,42,1,171,9,,3591000,350000,2088000,1153000,2748000,1249000,6000,0,756000,658000,385000,4850000,0,2020,elk hills elementary,959068075,3345833
612600,2020,ELVERTA JOINT ELEMENTARY,9169912244,21,3,271,10,,4059000,509000,2191000,1359000,3801000,2122000,12000,0,1327000,723000,113000,1538000,0,2020,elverta joint elementary,97048898,187130
612630,2020,EMERY UNIFIED,5106014906,21,3,698,37,,25542000,2199000,2784000,20559000,16867000,7989000,480000,0,3950000,3703000,2783000,86675000,0,2020,emery unified,5443933789,540982229
612750,2020,ENCINITAS UNION ELEMENTARY,7609444300,21,9,4918,224.02,,81883000,6897000,12107000,62879000,78153000,48174000,1514000,0,31040000,19288000,4012000,91263000,0,2020,encinitas union elementary,20019854741,194278877
612810,2020,ENTERPRISE ELEMENTARY,5302244100,13,9,3680,161.66,,62109000,12444000,37025000,12640000,55473000,28626000,5705000,0,17937000,11402000,1273000,34247000,0,2020,enterprise elementary,3147458600,142699818
612840,2020,ESCALON UNIFIED,2098383591,31,7,2628,123.12,,39396000,3405000,24962000,11029000,36353000,21732000,1277000,0,13351000,8345000,714000,24130000,0,2020,escalon unified,2313221299,86523057
612910,2020,ESCONDIDO UNION HIGH,7602913200,21,5,7118,314.78,,150609000,24048000,64548000,62013000,126247000,60712000,1882000,0,35844000,31566000,7708000,201503000,0,2020,escondido union high,24548418300,526480892
612930,2020,ESPARTO UNIFIED,5307873446,32,4,934,43.39,,17141000,2402000,8913000,5826000,15723000,8040000,1255000,0,4243000,2948000,92000,1410000,0,2020,esparto unified,1148366753,49081012
612960,2020,ETIWANDA ELEMENTARY,9098992451,21,18,13478,571.97,,210338000,17528000,143392000,49418000,187295000,111784000,20032000,0,71816000,40301000,6729000,116102000,0,2020,etiwanda elementary,13202684152,279706511
613140,2020,EVERGREEN ELEMENTARY,4082706800,11,18,9789,408.9,,141850000,14165000,58822000,68863000,134415000,87241000,5762000,0,50908000,34243000,5862000,164256000,0,2020,evergreen elementary,18947622397,150375858
613290,2020,FAIRFAX ELEMENTARY,6613667221,21,4,2703,114,,48069000,10966000,31219000,5884000,44271000,26651000,697000,0,13538000,12314000,812000,8848000,0,2020,fairfax elementary,1064897431,16432149
613360,2020,FAIRFIELD-SUISUN UNIFIED,7073995000,22,30,20703,886.66,,306415000,29188000,182679000,94548000,290746000,143478000,34175000,0,91281000,62239000,9973000,282292000,0,2020,fairfield-suisun unified,16870544445,585088981
613470,2020,FALL RIVER JOINT UNIFIED,5303354538,33,11,1192,66.3,,19588000,2461000,11074000,6053000,18805000,10453000,589000,0,6198000,4412000,74000,2350000,0,2020,fall river joint unified,71803462,20006976
613500,2020,FALLBROOK UNION ELEMENTARY,7607315400,21,11,4756,228.01,,110027000,40399000,43188000,26440000,112800000,49921000,33859000,0,31991000,20067000,490000,23289000,0,2020,fallbrook union elementary,5928859101,50793080
613530,2020,FALLBROOK UNION HIGH,7607236332,21,3,2155,103.39,,41952000,9426000,16201000,16325000,38832000,19500000,3729000,0,11675000,7428000,484000,19800000,0,2020,fallbrook union high,10130205176,84599349
613740,2020,FIELDBROOK ELEMENTARY,7078393201,41,1,116,6,,1657000,200000,843000,614000,1497000,911000,13000,0,517000,386000,12000,175000,0,2020,fieldbrook elementary,108632346,797163
613800,2020,FILLMORE UNIFIED,8055246000,31,9,3626,164.86,,73109000,13242000,45160000,14707000,75755000,31878000,18027000,0,17573000,15000000,969000,22805000,0,2020,fillmore unified,2128413023,54091945
613890,2020,FOLSOM-CORDOVA UNIFIED,9162949025,13,34,20096,911.19,,322791000,25532000,167446000,129813000,323015000,151661000,57047000,0,94573000,55222000,23624000,632571000,0,2020,folsom cordova unified,7181596004,695382937
613920,2020,FONTANA UNIFIED,9093577600,21,44,35461,1704.3,,722099000,173202000,452695000,96202000,603047000,322036000,19492000,0,187168000,160447000,5763000,233768000,0,2020,fontana unified,16454936130,1021281205
613980,2020,FORESTHILL UNION ELEMENTARY,5303672966,42,1,392,21,,5471000,824000,2291000,2356000,5405000,3006000,134000,0,1894000,981000,0,0,0,2020,forestville union elementary,1330495377,34875737
614010,2020,FORESTVILLE UNION ELEMENTARY,7078879767,41,2,267,14,,5750000,343000,1249000,4158000,5271000,2853000,33000,0,1569000,1072000,308000,7002000,0,2020,forestville union elementary,1330495377,34875737
614070,2020,FORT BRAGG UNIFIED,7079612850,33,7,1695,90.92,,32801000,5240000,15914000,11647000,27946000,12602000,465000,0,6973000,6587000,2705000,39792000,0,2020,fort bragg unified,1855950561,49025658
614190,2020,FORTUNA UNION HIGH,7077254462,33,3,1138,53.31,,18604000,1935000,9536000,7133000,16848000,8373000,817000,0,4701000,4267000,305000,10411000,0,2020,fortuna union high,2073369595,79983720
614220,2020,FOUNTAIN VALLEY ELEMENTARY,7148433255,13,10,6165,242.48,,112097000,6681000,30793000,74623000,94250000,43985000,19715000,0,29634000,17723000,2024000,58865000,0,2020,fountain valley elementary,9075698243,209872635
614250,2020,FOWLER UNIFIED,5598346080,31,9,2582,118.6,,45084000,5769000,25402000,13913000,45939000,21051000,10391000,0,11790000,8805000,1121000,38468000,0,2020,fowler unified,1645941326,252198320
614340,2020,FRANKLIN ELEMENTARY,5308225151,41,1,464,20,,5387000,415000,3659000,1313000,4943000,3205000,22000,0,2008000,1187000,85000,2395000,0,2020,franklin elementary,291754424,4091524
614370,2020,FRANKLIN-MCKINLEY ELEMENTARY,4082836006,11,16,6611,317.7,,146723000,22804000,72350000,51569000,133719000,69510000,12194000,0,42711000,26686000,6784000,170066000,0,2020,franklin-mckinley elementary,10065319038,434390559
614400,2020,FREMONT UNIFIED,5106572350,21,43,35187,1483.93,,523549000,32307000,274127000,217115000,511268000,260427000,53969000,0,181143000,84733000,25262000,471260000,0,2020,fremont unified,51954712108,2607692463
614430,2020,FREMONT UNION HIGH,4085222200,13,6,10836,455.7,,267296000,8669000,30859000,227768000,293661000,108756000,88355000,0,66681000,49187000,21999000,620270000,0,2020,fremont union high,76000016756,4131641277
614520,2020,FRESHWATER ELEMENTARY,7074422969,41,2,323,15,,4101000,328000,2697000,1076000,3785000,2799000,0,0,1545000,1139000,84000,2528000,0,2020,freshwater elementary,260521016,1707816
614550,2020,FRESNO UNIFIED,5594573000,11,100,70088,2159.3,,1286872000,200210000,927308000,159354000,1219665000,657144000,91886000,0,382428000,319504000,21384000,836252000,0,2020,fresno unified,20775171193,1096693253
614700,2020,FRUITVALE ELEMENTARY,6615893830,11,5,3055,141.97,,41864000,4969000,27621000,9274000,42957000,23092000,4841000,0,13951000,10000000,1297000,37438000,0,2020,fruitvale elementary,2949425696,259690078
614730,2020,FULLERTON ELEMENTARY,7144477400,21,20,12141,465.69,,193597000,36417000,79780000,77400000,187267000,112270000,3906000,0,69742000,45502000,2835000,30921000,0,2020,fullerton elementary,17427404956,693504092
614760,2020,FULLERTON JOINT UNION HIGH,7148702800,21,8,13473,544.51,,230470000,21587000,101125000,107758000,220688000,108899000,25281000,0,65333000,48291000,8260000,210330000,0,2020,fullerton joint union high,32754318928,1364730869
614790,2020,GALT JOINT UNION ELEMENTARY,2097444545,31,6,3332,172.27,,54807000,8664000,34245000,11898000,50385000,29067000,3858000,0,19174000,10303000,819000,23148000,0,2020,galt joint union elementary,2765063049,47942011
614820,2020,GALT JOINT UNION HIGH,2097450249,31,3,2209,99.78,,38770000,3190000,24036000,11544000,36416000,16902000,4626000,0,10763000,5952000,2338000,55415000,0,2020,galt joint union high,3552120256,58805333
614880,2020,GARDEN GROVE UNIFIED,7146636000,21,66,40124,1688.88,,712894000,93115000,415215000,204564000,671777000,370824000,47604000,0,228743000,158324000,17820000,464705000,0,2020,garden grove unified,27091597504,972534891
614940,2020,GARVEY ELEMENTARY,6263073444,21,11,4431,189.02,,93321000,15710000,50013000,27598000,87933000,40990000,6400000,0,24797000,21712000,1225000,50795000,0,2020,garvey elementary,,
614950,2020,GATEWAY UNIFIED,5302457900,22,8,2184,108.5,,43340000,7711000,15582000,20047000,36819000,23183000,491000,0,12758000,8058000,726000,44223000,0,2020,gateway unified,2816012239,138753640
615000,2020,GENERAL SHAFTER ELEMENTARY,6618371931,41,1,178,9,,3807000,302000,392000,3113000,3485000,1519000,18000,0,862000,669000,306000,7465000,0,2020,general shafter elementary,945207456,162845120
615150,2020,GEYSERVILLE UNIFIED,7078573592,41,3,209,16.26,,5627000,323000,1090000,4214000,7281000,2631000,2646000,0,1479000,952000,280000,8856000,0,2020,geyserville unified,1589760421,62284590
615180,2020,GILROY UNIFIED,6692254000,23,15,10821,452.08,,182272000,17933000,76936000,87403000,185307000,80946000,34683000,0,49148000,31966000,10990000,312300000,0,2020,gilroy unified,10958402068,327195842
615240,2020,GLENDALE UNIFIED,8182413111,12,34,24924,1040.3,,401752000,63303000,206284000,132165000,389248000,226727000,17579000,0,129985000,98775000,9807000,327848000,0,2020,glendale unified,,
615270,2020,GLENDORA UNIFIED,6269631611,21,10,6833,292.7,,95701000,11031000,56698000,27972000,83230000,55970000,776000,0,35302000,17935000,1796000,56645000,0,2020,glendora unified,6270218104,72782940
615390,2020,GOLD OAK UNION ELEMENTARY,5306263150,41,2,419,21.6,,6307000,863000,2948000,2496000,5556000,2809000,349000,0,1765000,1410000,169000,2645000,0,2020,gold oak union elementary,923031721,6543273
615450,2020,GOLD TRAIL UNION ELEMENTARY,5306263194,41,2,593,29.3,,7552000,738000,4195000,2619000,7029000,4475000,45000,0,2761000,1659000,29000,715000,0,2020,gold trail union elementary,938379365,28190781
615510,2020,GOLETA UNION ELEMENTARY,8056811200,22,10,3378,188.71,,64149000,6120000,9416000,48613000,62579000,38558000,1176000,0,26576000,13552000,528000,16240000,0,2020,goleta union elementary,13307930183,623160127
615690,2020,GRANT ELEMENTARY,5302434952,41,1,633,31.17,,7644000,628000,5372000,1644000,7101000,4855000,7000,0,3091000,1595000,47000,1552000,0,2020,grant elementary,400717849,11891740
615780,2020,GRASS VALLEY ELEMENTARY,5302734483,32,5,1694,77.49,,28658000,5015000,8260000,15383000,34455000,13015000,9568000,0,8588000,5332000,778000,17400000,0,2020,grass valley elementary,3445842080,128844987
615840,2020,GRAVENSTEIN UNION ELEMENTARY,7078237008,21,4,757,42.57,,11400000,451000,6910000,4039000,10582000,7107000,313000,0,4551000,2478000,252000,6114000,0,2020,gravenstein union elementary,950521791,15040400
615870,2020,GRAVES ELEMENTARY,8314226392,41,1,40,2,,497000,32000,310000,155000,463000,329000,0,0,197000,127000,7000,120000,0,2020,graves elementary,67958014,6225660
616050,2020,GREENFIELD UNION,6618376000,11,12,9334,414.67,,156136000,25526000,113420000,17190000,134544000,73200000,4920000,0,44765000,29725000,927000,40687000,0,2020,greenfield union,2403135580,64014987
616080,2020,GREENFIELD UNION ELEMENTARY,8316742840,32,5,3465,140.73,,64356000,10149000,43565000,10642000,56290000,25960000,3265000,0,15704000,11803000,2048000,63573000,0,2020,greenfield union elementary,1154788626,35769373
616230,2020,GROSSMONT UNION HIGH,6196448000,21,15,16996,719.65,,363882000,47895000,137959000,178028000,344451000,151637000,55226000,0,90922000,68707000,18825000,796736000,0,2020,grossmont union high,50788753979,1159451663
616260,2020,GUADALUPE UNION ELEMENTARY,8053432114,31,3,1270,58.8,,23972000,3332000,16296000,4344000,24061000,10886000,3952000,0,6109000,4155000,356000,5860000,0,2020,guadalupe union elementary,520489878,30487470
616320,2020,GUERNEVILLE ELEMENTARY,7078692864,31,2,244,12.8,,6836000,823000,2901000,3112000,6557000,3264000,572000,0,1476000,1077000,485000,10030000,0,2020,guerneville elementary,992536385,6147100
616323,2020,GUSTINE UNIFIED,2098543784,41,6,1765,79.2,,30711000,5022000,20583000,5106000,26236000,13348000,1465000,0,8030000,5429000,885000,18420000,0,2020,gustine unified,1157069114,71531216
616325,2020,HACIENDA LA PUENTE UNIFIED,6269331000,21,36,17329,752.34,,337750000,49839000,231306000,56605000,325690000,155705000,39419000,0,88710000,64795000,7820000,199638000,0,2020,hacienda la puente unified,13775240344,623879860
616500,2020,HANFORD JOINT UNION HIGH,5595835901,13,6,4056,171.67,,66485000,6207000,47779000,12499000,60060000,29934000,4040000,0,17487000,13314000,2669000,81401000,0,2020,hanford joint union high,5855736976,350431216
616570,2020,HAPPY VALLEY UNION ELEMENTARY,5303572134,41,3,468,25.5,,7516000,1078000,4743000,1695000,7019000,3915000,0,0,2085000,1611000,221000,3585000,0,2020,happy valley union elementary,435878181,4101734
616620,2020,HARMONY UNION ELEMENTARY,7078741205,41,2,200,13,,7215000,342000,3584000,3289000,7322000,3492000,2083000,0,1843000,1331000,222000,9415000,0,2020,harmony union elementary,1178895129,7231458
616650,2020,HART-RANSOM UNION ELEMENTARY,2095239996,41,2,1208,54.66,,14473000,926000,11067000,2480000,13996000,9497000,684000,0,5512000,2420000,66000,3501000,0,2020,hart-ransom union elementary,428976325,21485687
616740,2020,HAYWARD UNIFIED,5107842600,21,32,19069,841.09,,372768000,50401000,177942000,144425000,396885000,180079000,59299000,0,121716000,61669000,28066000,727000000,0,2020,hayward unified,22860132454,1077456344
616830,2020,HEBER ELEMENTARY,7603376530,22,2,1181,54,,30592000,6122000,21711000,2759000,22454000,10583000,3590000,0,6427000,4274000,366000,8678000,0,2020,heber elementary,381586837,92220917
616860,2020,HELENDALE ELEMENTARY,7609521180,31,4,1163,53.06,,16290000,1433000,11834000,3023000,13874000,8248000,170000,0,4863000,3345000,522000,6303000,0,2020,helendale elementary,665138201,26509323
616920,2020,HEMET UNIFIED,9517655100,22,27,21573,956.34,,405372000,55480000,246136000,103756000,367007000,180902000,30086000,0,112896000,78421000,8769000,239230000,0,2020,hemet unified,11245851835,212689718
617040,2020,HERMOSA BEACH CITY ELEMENTARY,3109375877,21,2,1198,56.5,,20251000,688000,7633000,11930000,36839000,9135000,20033000,0,5994000,3099000,2494000,66640000,0,2020,hermosa beach city elementary,,
617190,2020,HILLSBOROUGH CITY ELEMENTARY,6505484209,21,4,1268,94,,35936000,767000,3054000,32115000,35222000,22314000,565000,0,15139000,7971000,1995000,87612000,0,2020,hillsborough city elementary,10753077501,5470760
617220,2020,HILMAR UNIFIED,2096675701,41,6,2350,110.32,,35116000,4050000,21266000,9800000,34433000,18958000,3200000,0,11344000,7548000,371000,16340000,0,2020,hilmar unified,1501439032,377333372
617430,2020,HOLTVILLE UNIFIED,7603562974,31,6,1612,85.87,,30060000,5183000,19829000,5048000,27393000,15141000,2524000,0,8947000,5736000,487000,20417000,0,2020,holtville unified,847562857,100338400
617580,2020,HORICON ELEMENTARY,7078865322,42,1,59,4.75,,2470000,192000,274000,2004000,2179000,1096000,106000,0,574000,576000,21000,320000,0,2020,horicon elementary,1437421436,3566112
618030,2020,HUNTINGTON BEACH CITY ELEMENTARY,7143782021,21,8,5310,221.02,,84249000,6782000,15846000,61621000,94918000,45719000,20981000,0,28972000,18377000,4607000,173481000,0,2020,huntington beach city elementary,20843073822,449547865
618060,2020,HUNTINGTON BEACH UNION HIGH,7149037000,21,8,15534,629.89,,278985000,23871000,95352000,159762000,256730000,125078000,8076000,0,75784000,61094000,7582000,300216000,0,2020,huntington beach union high,56021022954,1621601908
618120,2020,HYDESVILLE ELEMENTARY,7077683610,33,1,175,8.5,,2339000,193000,1439000,707000,2183000,1386000,0,0,791000,486000,50000,1130000,0,2020,hydesville elementary,156583043,4365031
618210,2020,IMPERIAL UNIFIED,7603553200,22,6,4335,176.5,,73508000,6109000,54004000,13395000,56249000,33842000,2073000,0,21895000,13705000,2003000,47111000,0,2020,imperial unified,1906076121,391066840
618390,2020,INGLEWOOD UNIFIED,3104192700,21,17,7950,327.8,,195271000,30319000,86843000,78109000,157489000,72854000,26054000,0,31779000,25219000,7049000,155443000,0,2020,inglewood unified,13099718062,255863971
618660,2020,JACOBY CREEK ELEMENTARY,7078224896,33,1,454,20.87,,5217000,314000,3554000,1349000,4742000,3275000,78000,0,1895000,1268000,148000,2769000,0,2020,jacoby creek elementary,359870996,2493300
618730,2020,JAMUL-DULZURA UNION ELEMENTARY,6196697700,21,2,526,22,,11071000,1207000,4442000,5422000,9490000,4443000,0,0,2745000,1943000,582000,5386000,0,2020,jamul-dulzura union elementary,1379945525,12516417
618780,2020,JANESVILLE UNION ELEMENTARY,5302533660,42,1,386,19,,4592000,458000,3350000,784000,4096000,2680000,33000,0,1654000,1064000,6000,105000,0,2020,janesville union elementary,297588207,1924867
618870,2020,JEFFERSON ELEMENTARY,6509911000,21,14,5597,267.53,,92099000,9553000,68344000,14202000,91472000,47399000,11796000,0,27354000,19624000,3802000,111555000,0,2020,jefferson elementary,2552207698,38878183
618930,2020,JEFFERSON UNION HIGH,6505507900,21,5,4236,205.81,,103602000,5426000,13008000,85168000,140636000,36823000,60226000,0,20672000,16216000,11097000,347933000,0,2020,jefferson union high,21831460335,576419062
618990,2020,JOHN SWETT UNIFIED,5102454300,21,4,1312,65.41,,33930000,3833000,15960000,14137000,44234000,12151000,22329000,0,6925000,5370000,2687000,73788000,0,2020,john swett unified,2696604585,286893052
619110,2020,JULIAN UNION HIGH,7607650606,42,1,106,8,,3882000,530000,913000,2439000,3715000,2033000,194000,0,856000,538000,276000,2099000,0,2020,julian union high,893951471,4010015
619230,2020,JUNCTION ELEMENTARY,5304693373,43,1,18,1,,413000,53000,302000,58000,373000,152000,0,0,85000,64000,0,0,0,2020,junction elementary,528407060,12827542
619260,2020,JURUPA UNIFIED,9513604160,21,25,18768,805.08,,369161000,40688000,248621000,79852000,286089000,167874000,21836000,0,104187000,64688000,9082000,211763000,0,2020,jurupa unified,10728240117,869510873
619320,2020,KELSEYVILLE UNIFIED,7072791511,32,7,1745,86.62,,30922000,3659000,18194000,9069000,24354000,13170000,239000,0,6838000,7254000,806000,26496000,0,2020,kelseyville unified,1569993201,27447460
